Zeit;Kanal A
(ms);(mV)

-21,67399914;7,63348900
-21,66899914;7,44709600
-21,66399914;8,00565900
-21,65899914;8,19205200
-21,65399914;7,44709600
-21,64899914;7,63348900
-21,64399914;7,44709600
-21,63899914;8,37844500
-21,63399914;7,63348900
-21,62899914;7,63348900
-21,62399914;8,00565900
-21,61899914;7,63348900
-21,61399914;7,63348900
-21,60899914;8,00565900
-21,60399914;7,44709600
-21,59899914;8,37844500
-21,59399914;7,81988100
-21,58899914;8,75061500
-21,58399914;8,00565900
-21,57899914;7,44709600
-21,57399914;8,19205200
-21,56899914;8,00565900
-21,56399914;7,63348900
-21,55899914;7,44709600
-21,55399914;8,56422200
-21,54899914;7,63348900
-21,54399914;6,70275500
-21,53899914;7,07492600
-21,53399914;8,00565900
-21,52899914;7,44709600
-21,52399914;7,81988100
-21,51899914;8,00565900
-21,51399914;8,00565900
-21,50899914;8,56422200
-21,50399914;8,19205200
-21,49899914;7,44709600
-21,49399914;8,19205200
-21,48899914;7,63348900
-21,48399914;8,00565900
-21,47899914;8,00565900
-21,47399914;8,00565900
-21,46899914;8,19205200
-21,46399914;8,00565900
-21,45899914;8,00565900
-21,45399914;8,00565900
-21,44899914;8,37844500
-21,44399914;8,37844500
-21,43899914;8,00565900
-21,43399914;8,37844500
-21,42899914;8,19205200
-21,42399914;7,63348900
-21,41899914;8,93700700
-21,41399914;8,37844500
-21,40899914;7,63348900
-21,40399914;8,37844500
-21,39899914;8,00565900
-21,39399914;8,00565900
-21,38899914;8,56422200
-21,38399914;8,00565900
-21,37899914;8,37844500
-21,37399914;8,37844500
-21,36899914;8,56422200
-21,36399914;7,63348900
-21,35899914;8,19205200
-21,35399914;7,26131900
-21,34899914;8,37844500
-21,34399914;8,37844500
-21,33899914;8,37844500
-21,33399914;8,56422200
-21,32899914;7,63348900
-21,32399914;7,44709600
-21,31899914;8,19205200
-21,31399915;9,30917700
-21,30899915;8,19205200
-21,30399915;8,19205200
-21,29899915;7,81988100
-21,29399915;8,19205200
-21,28899915;8,37844500
-21,28399915;7,63348900
-21,27899915;7,63348900
-21,27399915;8,00565900
-21,26899915;8,00565900
-21,26399915;8,00565900
-21,25899915;8,37844500
-21,25399915;8,37844500
-21,24899915;8,00565900
-21,24399915;8,00565900
-21,23899915;7,63348900
-21,23399915;8,19205200
-21,22899915;7,44709600
-21,22399915;6,70275500
-21,21899915;7,07492600
-21,21399915;8,00565900
-21,20899915;7,63348900
-21,20399915;7,81988100
-21,19899915;7,63348900
-21,19399915;7,63348900
-21,18899915;7,44709600
-21,18399915;7,63348900
-21,17899915;7,26131900
-21,17399915;6,88853300
-21,16899915;7,44709600
